,gene_name,tpm
275,1700029I15Rik,0.902841
276,1700029J03Rik,0.289627
277,1700029J07Rik,0.626217
278,1700029M03Rik,0.0
279,1700029M20Rik,0.0
280,1700029N11Rik,0.0
281,1700030A11Rik,0.0
282,1700030C10Rik,0.103712
283,1700030C12Rik,1.11542
284,1700030C14Rik,0.265785
285,1700030E10Rik,0.0
286,1700030F04Rik,0.0
287,1700030J22Rik,0.206357
288,1700030K09Rik,5.29606
289,1700030L20Rik,0.0
290,1700030L22Rik,0.0
291,1700030M09Rik,0.286318
292,1700030N03Rik,0.734918
293,1700030O20Rik,0.0
294,1700031A10Rik,0.0
295,1700031F05Rik,0.0
296,1700031F10Rik,0.0
297,1700031L13Rik,0.0
298,1700031P21Rik,0.0
299,1700034B16Rik,0.0
300,1700034E13Rik,0.0
301,1700034G24Rik,0.0
302,1700034H15Rik,1.259876
303,1700034I23Rik,0.0
304,1700034J05Rik,0.0
305,1700034K08Rik,0.0
306,1700034P13Rik,1.357733
307,1700036A12Rik,0.0
308,1700036G14Rik,0.0
309,1700036O09Rik,0.0
310,1700037C06Rik,0.0
311,1700037C18Rik,3.11524
312,1700037F03Rik,0.0
313,1700037H04Rik,49.373709999999996
314,1700039E22Rik,0.0
315,1700039M10Rik,0.0
316,1700039M15Rik,0.0
317,1700040D17Rik,0.622924
318,1700040E09Rik,0.0
319,1700040F15Rik,0.0
320,1700040F17Rik,0.0
321,1700040L08Rik,0.0
322,1700041B01Rik,0.0
323,1700041C23Rik,0.0
324,1700041G16Rik,0.25825600000000004
325,1700041I07Rik,0.0
326,1700041M05Rik,0.0
327,1700041M19Rik,0.0
328,1700042D02Rik,0.0
329,1700042G15Rik,0.0
330,1700042O05Rik,0.0
331,1700042O10Rik,0.0
332,1700044C05Rik,0.0
333,1700044K03Rik,0.0
334,1700045H11Rik,0.0
335,1700046C09Rik,0.0
336,1700047A11Rik,0.0
337,1700047E10Rik,0.0
338,1700047F07Rik,0.0
339,1700047G03Rik,0.0
340,1700047G07Rik,0.0
341,1700047K16Rik,0.326591
342,1700047L14Rik,0.0
343,1700047M11Rik,0.0217123
344,1700048F04Rik,0.0
345,1700048M11Rik,1.59329
346,1700048O14Rik,0.0
347,1700048O20Rik,0.0
348,1700048P04Rik,0.0
349,1700049E15Rik,0.0
350,1700049E17Rik1,0.0
351,1700049E17Rik2,0.0
352,1700049E22Rik,0.0
353,1700051A21Rik,0.0
354,1700052H01Rik,0.0
355,1700052I22Rik,0.0
356,1700052K11Rik,1.13328
357,1700054A03Rik,0.0
358,1700054K02Rik,0.0
359,1700054K19Rik,0.0
360,1700054M17Rik,0.552021
361,1700054O05Rik,0.0
362,1700055C04Rik,0.0
363,1700055D18Rik,0.1557334
364,1700056E22Rik,0.216779
365,1700056N10Rik,0.391338
366,1700057G04Rik,0.345144
367,1700057H15Rik,0.0
368,1700057H21Rik,0.0
369,1700058P15Rik,3.30478
370,1700060C16Rik,0.0
371,1700060C20Rik,0.0
372,1700060J05Rik,0.191498
373,1700060O08Rik,0.0
374,1700061E17Rik,0.0
375,1700061E18Rik,0.0
376,1700061F12Rik,0.0
377,1700061H18Rik,0.0
378,1700061I17Rik,0.0
379,1700061J23Rik,0.0
380,1700061N14Rik,0.0
381,1700062C10Rik,0.192667
382,1700063A18Rik,0.0
383,1700063D05Rik,0.367854
384,1700063H04Rik,0.0
385,1700063H06Rik,0.0
386,1700063J08Rik,0.0
387,1700063O14Rik,0.0
388,1700064H15Rik,0.0
389,1700064J06Rik,0.0
390,1700064M15Rik,0.0
391,1700065D16Rik,0.375258
392,1700065I16Rik,0.0
393,1700065J11Rik,0.0
394,1700065J18Rik,0.0
395,1700065L07Rik,0.0
396,1700065O20Rik,0.0
397,1700066B17Rik,0.0
398,1700066B19Rik,0.295231
399,1700066C05Rik,0.0
400,1700066J03Rik,0.0
401,1700066M21Rik,5.59438
402,1700066N21Rik,0.0
403,1700066O22Rik,0.0
404,1700067G17Rik,0.0
405,1700067K01Rik,1.168905
406,1700067P10Rik,0.0
407,1700069B07Rik,1.97459
408,1700069L16Rik,0.0
409,1700069P05Rik,0.0
410,1700071G01Rik,0.0
411,1700071M16Rik,0.0
412,1700072B07Rik,0.0
413,1700072G22Rik,0.0
414,1700072O05Rik,0.0
415,1700074H08Rik,0.0
416,1700080C20Rik,0.0
417,1700080N15Rik,0.0
418,1700081B01Rik,0.0
419,1700081H04Rik,0.0
420,1700081N11Rik,0.413468
421,1700082M22Rik,0.709994
422,1700083H02Rik,0.0
423,1700084C06Rik,0.0
424,1700084D21Rik,0.0
425,1700084E18Rik,0.49581200000000003
426,1700084F23Rik,0.0
427,1700084M14Rik,0.0
428,1700085C21Rik,0.0
429,1700085D07Rik,0.0
430,1700086D15Rik,0.1841098
431,1700086O06Rik,13.243845
432,1700086P04Rik,0.2527433
433,1700087I21Rik,0.1861419
434,1700087M22Rik,0.0
435,1700088E04Rik,6.1246641
436,1700092C02Rik,0.0
437,1700092C10Rik,0.0
438,1700092C17Rik,0.0
439,1700092E19Rik,0.0
440,1700092K14Rik,0.0
441,1700092M07Rik,0.0
442,1700093J21Rik,0.132376
443,1700093K21Rik,0.0926439
444,1700093P08Rik,0.0
445,1700094J05Rik,0.0
446,1700094M23Rik,0.0
447,1700094M24Rik,0.0
448,1700095A13Rik,0.0
449,1700095A21Rik,0.0
450,1700095B10Rik,0.0
451,1700095J03Rik,0.0
452,1700095J07Rik,0.227833
453,1700095J12Rik,0.0
454,1700095K22Rik,0.0
455,1700096J18Rik,0.0
456,1700096K18Rik,1.66623
457,1700097N02Rik,0.0
458,1700099I09Rik,1.35089
459,1700100I10Rik,0.177992
460,1700100L14Rik,0.0
461,1700101I11Rik,0.411221
462,1700101I19Rik,0.0
463,1700101O22Rik,0.0
464,1700102H20Rik,0.3542492
465,1700102P08Rik,0.77217
466,1700104B16Rik,0.165283
467,1700104L18Rik,0.0
468,1700105G05Rik,0.334587
469,1700105P06Rik,0.65083
470,1700106O07Rik,0.0
471,1700108F19Rik,0.0
472,1700108J01Rik,0.0
473,1700108N06Rik,0.0
474,1700108N11Rik,0.0
